Build Flask App that fetch data from postgres database without page reload. I have a flask web app that shows data from sqlalchemy to the user. I want the app to fetch any new data when it is added to the database automatically without further ado from the client-side (something like news feeds). How do I achieve that. I know that I should use socket.io but don't know-how. All examples in google are about chat app. It would be very helpful if somebody could give me the roadmap to do it. The front end in js and the backend is in flask python. any help will be appreciated! Thanks 	' '. contextmanager. patch by siddharth velankar. bpo - 26187 : test that sqlite3 trace callback is not called multiple times when schema is changing. indirectly fixed by switching to use sqlite3 _ prepare _ v2 ( ) in bpo - 9303. patch by aviv palivoda. bpo - 30017 : allowed calling the close ( ) method of the zip entry writer object multiple times. writing to a closed writer now always produces.	uwsgi and gunicorn have a built-in function that can be used to handle client requests. If you want to use a file - based handler, you can use the uwsgi module to do the work for you: https://docs.python.org/3/library/uwsgi.html#uwsgi.executor	1
How to save the moving graphs in the jupyter notebook into the pdf?. I have tried saving the notebook which has moving graphs in form of pdf but the pdf doesn't show any moving graphs, is it possible to save the moving graphs in form of pdf? 	''in simulated shells, such as those presented by idle and other development environments. This is described in pep 264. ( contributed by michael hudson.) The new license introduced with python 1. 6 wasn ’ t gpl - compatible. this is fixed by some minor textual changes to the 2. 2 license, so it ’ s now legal to embed python inside a gpled program again. Note that python itself is not gpled, but instead is	\n\nYou can save the notebook as a pdf by using the save as pdf button in the notebook.\n\nYou can also save the notebook as a pdf by using the save as pdf button in the notebook.\n\nYou can also save the notebook as a pdf by using the save as pdf button in the notebook.\n\nYou can also save the notebook as a pdf by using the save as pdf button in the notebook.\n\nYou can also save the notebook as a pdf by using the save as pdf button in the notebook.\n\nYou can also save the notebook as a pdf by using the save as pdf button in	1
How to stop a thread and restart it - python. How can I stop a thread from running and then restart it when called, havent been able to get a solid answer on this. Thanks in advance. 	' '##ask ( 2 ) and pthread _ sigmask ( 3 ) for further information. see also pause ( ), sigpending ( ) and sigwait ( ). new in version 3. 3. signal. setitimer ( which, seconds, interval = 0. 0 ) sets given interval timer ( one of signal. itimer _ real, signal. itimer _ virtual or signal. itimer _ prof ) specified by which to fire after seconds (	' '##le ( ) no longer computes the repr of unknown objects to display in an error message, to protect against badly behaved custom reprs. bpo - 30768 : fix the pthread + semaphore implementation of pythread _ acquire _ lock _ timed ( ) when called with timeout > 0 and intr _ flag = 0 : recompute the timeout if sem _ timedwait ( ) is interrupted by a signal ( eintr	1
How can I change my default Python version, that if I type python in the terminal python 3 gets executed?. Can somebody help me? I tried to change my python version with the alias but I got a permission denied. What can I do? I'm on a mac. 	\n  I tried to change my python version with the alias but I got a permission denied. What can I do?	sys. exec _ prefix'/ usr' is a placeholder for the version of python, for example 3. 2 ; abiflags will be replaced by the value of sys. abiflags or the empty string for platforms which don ’ t define abi flags ; dist. sys. exec _ prefix'/ usr'	1
Getting connected partitions using METIS. I am using Metis on Python to partition a networkx graph I have. My objective is to get partitions that have an almost equal sum of node weights, which Metis does perfectly. However, a constraint I want to respect is that nodes in the same partition should be connected (have edges in common), which Metis doesn't do. Is there a way or a parameter to ensure that? 	if the separator isn't found, the first element of the string is the first element of the string. if the separator isn't found, the first element of the string is the first element of the string. if the separator isn't found, the first element of the string is the first element of the string. if the separator isn't found, the first element of the string is the first element of the string. if the separator isn't found, the first element of the string	' '( ), sub ( ), mul ( ), floordiv ( ), abs ( ),... logical operations : not _ ( ), truth ( ). bitwise operations : and _ ( ), or _ ( ), invert ( ). comparisons : eq ( ), ne ( ), lt ( ), le ( ), gt ( ), and ge ( ). object identity : is _ ( ), is _ not ( ).	1
Is there a way to not have to specify the user when connecting with psycogp2?. So just passing in the host and db name and not having to specify the user like: host=blabla.co port=7000 dbname=ff_db instead of: host=blabla.co port=7000 dbname=ff_db user=some_user The .pgpass file already has the user specified so I feel passing this in is redundant. 	\nYes, you can use the pgpass file to specify the user. \nYou can use the pgpass file to specify the user, but you can't use the pgpass file to specify the host. \nYou can use the pgpass file to specify the host, but you can't use the pgpass file to specify the dbname. \nYou can use the pgpass file to specify the dbname, but you can't use the pgpass file to specify the user. \nYou can use the pgpass file to specify the user, but you can't use the pgpass file to specify the host	imap4. uid ( command, arg [,... ] )  execute command args with messages identified by uid, rather than message number. returns response appropriate to command. at least one argument must be supplied ; if none are provided, the server will return an error and an exception will be raised. imap4. unsubscribe ( mailbox )  unsubscribe from old mailbox.	0
"""create a list containing each two adjacent letters in string `word` as its elements"""	\n     return [word[i:i+2] for i in range(len(word)-1)]\n\n	\n\nimport re\n\nfrom.. import util\nfrom.. import util.compat\nfrom.. import util.compat.string_types\nfrom.. import util.compat.string_types.string_types\nfrom.. import util.compat.string_types.string_types_base\nfrom.. import util.compat.string_types.string_types_base.string_types\nfrom.. import util.compat.string_types.string_types_base.string_types_base\nfrom.. import util.compat.string_types.string_types_base	0
How to Use "Pythonic" YOLOv5 from PyTorch. I'm interested in training a YOLOv5 model. Currently, I'm using Roboflow to annotate and export the data into YOLOv5 format. I'm also using Roboflow's Colab Notebook for YOLOv5. However, I'm not familiar with many of the commands used in the Roboflow Colab Notebook. I found on here that there appears to be a much more Pythonic way of using and manipulating the YOLOv5 model, which I would be much more familiar with. My questions regarding this are as follows:  Is there an online resource that can show me how to train the YOLOv5 and extract results after importing the model from PyTorch with the Pythonic version (perhaps a snippet of code right here on StackOverflow would help)? The official documentation that I could find (here) also uses the non-Pythonic method for the model. Is there any important functionality I would lose if I were to switch to this Pythonic method of using YOLOv5? I found nothing in the documentation that suggests otherwise, but would I need to export my data in a different format from Roboflow for the data to be able to train the Pythonic model? Similar to question 1), is there anywhere that can guide me how to use the trained model on test images? Do I simply do prediction=model(my_image.jpg)? What if I want predictions on multiple images at once?  Any guidance would be appreciated. Thanks! 	' 'documentation strings. the first line should always be a short, concise summary of the object ’ s purpose. for brevity, it should not explicitly state the object ’ s name or type, since these are available by other means ( except if the name happens to be a verb describing a function ’ s operation ). this line should begin with a capital letter and end with a period. if there are more lines in the documentation string, the second line should be blank, visually separating the summary.	\n  Is there an online resource that can show me how to train the YOLOv5 and extract results after importing the model from PyTorch with the Pythonic version (perhaps a snippet of code right here on StackOverflow would help)?	1
Generating uniform random numbers between two large integers in fortran90/95 or Python. I want to generate some uniform random numbers between [2E16, 5E20] in fortran90/95 or Python. I know that if R is a random number between zero and one (0R1), we can transform R to [A, B] as: R = (b-a)*r + a. But when I use this algorithm to generate some random numbers between [2E16, 5E20], most of generated random numbers are very close to 5E20. I know why this is occurred, it is because of that, the term B-A is approximately equal to B (because B is so bigger than A), and most of the generated random numbers are placed within the magnitude of B or B/10 (I mean it was very close to B). How can I solve this problem? One solution that I tried to apply is that, I split the [2E16, 5E20] interval into smaller intervals, such as: [2e16, 2e17], [2e17, 2e18], [2e18, 2e19], [2e19, 2e20], [2e20, 5e20]. And I generated some random numbers between each of the above intervals. Is there any other solutions? Is my solution correct? 	The random module now uses a new algorithm, the mersenne twister, implemented in c. it ’ s faster and more extensively studied than the previous algorithm. ( all changes contributed by raymond hettinger) the random module now uses a new algorithm, the mersenne twister, implemented in c. it ’ s faster and more extensively studied than the previous algorithm.	\n  I know why this is occurred, it is because of that, the term B-A is approximately equal to B (because B is so bigger than A), and most of the generated random numbers are placed within the magnitude of B or B/10 (I mean it was very close to B). How can I solve this problem?	1
How can I classify a dataset after one-hot encoding the target class?. I want to Classify a dataset with kernel machine. The Target-Class has 5 different values and I want to one-hot encoding it. After that I have 5 Target-Columns. I do the Training 5 times, one time per Target-Column. Now I want to classify a new sample. I classify the Sample 5 times using the 5 Trainig-model I got. At the end I look which Prediction has the maximum value over the 5 predictions and then I classify the sample according to the Class with the maximum prediction. I am not sure that I am doing the right thing. How can I do that in the right way? 	' '( self ) :... return list ( self. keylist )...	\n\nYou can use the following code to do that:\n\n	1
PyCharm Code Completion for files outside project directory. my python application imports other python packages in other locations on the filesystem dynamically at runtime. It then calls certain functions in these packages and supplies data objects from the main application. The issue is that coding these external packages there is no code completion in regard to the main apps code. Because these data objects are only supplied at runtime, as are their classes (which are already imported by then main app when calling the package) the package itself cannot reference them in any way (circular import). Since the package doesnt know about the objects up until it's running, Code Completion can't suggest any methods of these objects for example either. Is there any way for me to provide PyCharms Code Completion with a reference to the main application, so it can autocomplete my code? By this I mean suggestions for objects of the classes of my main app, autocomplete for native python packages works fine of course. The packages are imported by dynamically adding their path to the path variable, I tried to also add them to the interpreter path, however this did not work. 	' 'is being used as part of the build process for python. This changes a lot of relative locations for files, allowing them to be located in the build area rather than in an installed python.''is being used as part of the build process for python. This changes a lot of relative locations for files, allowing them to be located in the build area rather than in an installed python.	' '3. 9 : use bdist _ wheel ( wheel packages ) instead. builds a windows installer (. msi ) binary package. 9. 30. distutils. command. bdist _ rpm — build a binary distribution as a redhat rpm and srpm  9. 31. distutils. command. sdist — build a source distribution  9. 32. distutils. command. build — build all files of a package  9. 32	1
How to automate the process of running an excel model, 100,000 times, with different inputs in Python?. So I have a complex financial model on excel for a given set of input. Now I want to run the same model on 100,000 other sets of input and save it. Is there any libraries I should look into? I just have to change the inputs. Any guidance will be appreciated. TIA! 	' '( ) method on complex objects. ( removed by meador inge and mark dickinson ; bpo - 5211. ) the str. format ( ) method now supports automatic numbering of the replacement fields. This makes using str. format ( ) more closely resemble using % s formatting.	You can use auto-numbering and named fields, as in the second example above. ( contributed by eric smith ; bpo - 5237. ) complex numbers now correctly support usage with format ( ), and default to being right - aligned. specifying a precision or comma - separation applies to both the real and imaginary parts of the number, but a specified field width and alignment is applied to the whole of the resulting 1. 5 + 3j output. ( contributed by eric smith ; bpo -	1
Deleting Excess Rows in Python with Pandas. I have a python script that restructures our organization's data into a different shape using python's pylightxl. But this script only works with excel files with less than 5000 rows of data, which is the standard format. But some files go up to 65000 rows, with unnecessary data after the 5000 index. What i want is to delete the excess rows after 5000th index. Pylightxl cannot do this. Only pandas can, I've scoured the internet on deleting rows using pandas but the answers I've found so far havenot benefitted me. The question is how can i delete excess rows using python pandas (the limit of which we may not know, it can go up to 200000), but the cut-off index is 5000 rows. If you know another python way other than pandas, do answer as well. 	' '. See also pep 342 - coroutines via enhanced generatorspep written by guido van rossum and phillip j. eby ; implemented by phillip j. eby. includes examples of some fancier uses of generators as coroutines.	\nimport pandas as pd\nimport numpy as np\n\ndf = pd.read_excel('C:\\Users\\user\\Desktop\\test.xlsx')\n\ndf.columns = ['col1', 'col2', 'col3', 'col4', 'col5', 'col6', 'col7', 'col8', 'col9', 'col10', 'col11', 'col12', 'col13', 'col14', 'col15', 'col16', 'col17', 'col18', 'col19', 'col20', '	1
Running a tester file in the VSC terminal - ModuleNotFoundError. I have made a tester file to check my other files are implementing correctly, however I can only get an output by clicking run on the file  (top right green arrow). When I type 'python Test.py' in the terminal I get :  Fatal Python error: initsite: Failed to import the site module ModuleNotFoundError: No module named 'site' Current thread 0x0000000102c0ce00 (most recent call first):  I assume this is an environment issue for my terminal? I am in the correct folder (one above Test.py). Any ideas how I can change this? Thanks! 	\n  I assume this is an environment issue for my terminal?	if you create a python directory, you can use the''===' '===' linux'if you don't need to support older python versions. bpo - 13847, bpo - 14180 : time and datetime : overflowerror is now raised instead of valueerror if a timestamp is out of range. oserror is now raised if c functions gmtime ( ) or localtime ( ) failed	1
Raspberry PI - Python Network NAME. I've made a small info / kiosk system where a user can scan a QR code on the screen to connect with the raspberry pi. On the screen (next to the QR code) I want to put the name of the network (because you have to be on the same network to have the interaction). How can I print the name of the network (wifi or cable) on the screen, the IP address is not the issue, neither the hostname. I am just struggling with the name of the network where the Pi is connected too.. Thanks 	' '. ip _ address ( ) factory function, which automatically determines whether to create an ipv4 or ipv6 address based on the passed in value: &gt;&gt;&gt; ipaddress. ip _ address ('192. 0. 2. 1') &gt;&gt;&gt; ipaddress. ip _ address ('192. 0. 2. 1') &gt;&gt;&gt; ipad	ipaddress is a module for inspecting and manipulating ip addresses, the first thing you'll see is a list of ip addresses. This list is a list of ip addresses, and the first thing you'll see is a list of ip addresses. The first thing you'll see is a list of ip addresses. The first thing you'll see is a list of ip addresses. The first thing you'll see is a list of ip addresses.	1
"""parse tab-delimited CSV file 'text.txt' into a list"""	\n\nimport csv\nimport sys\nimport os\nimport re\nimport cStringIO\nimport io\nimport json\nimport itertools\nimport string\nimport itertools as it\nimport operator\nimport collections\nimport itertools as it\nimport operator.itemgetter\nimport operator.nested as op\nimport operator.nested.function as op\nimport operator.nested.function as opn\nimport operator.nested.function as opn\nimport operator.nested.function as opn\nimport operator.nested.function as opn\nimport operator.nested	\n\nimport csv\nimport sys\n\n	1
"""print a list `l` and move first 3 elements to the end of the list"""	\nprint(l[3:])\nl[3:] = l[:3]\n	\n     print(l)\n     l.extend(l[:3])\n     print(l)	1
"""Python split a string using regex"""	\nre.split('\\W+', 'This is a string with words')\n\n	\n\nimport re\n\nfrom collections import defaultdict\n\nfrom. import _base\nfrom. import _base_types\nfrom. import _base_string_types\nfrom. import _base_string_util\nfrom. import _base_string_util_base\nfrom. import _base_string_util_base_types\nfrom. import _base_string_util_base_types\nfrom. import _base_string_util_base_types_base\nfrom. import _base_string_util_base_types_base\nfrom. import _base_string_util	0
Is there any function in which .wav file will generate. I am stuck on the .wav file extension, I used gtts method to convert text into the speech and save the file and it is working perfectly but the problem is gtts only support the .mp3 extension but I need the output file with .wav extension. So I am question is, if any function like gtts to convert text into speech and save the file with .wav extension? or anyone who already done work on this module. Please share your opinion. Thanks 	' '##s = audioop. findmax ( outputdata, 800 ) # one tenth second out _ test = outputdata [ pos * 2 : ] in _ test = inputdata [ pos * 2 : ] ipos, factor = audioop. findfit ( in _ test, out _ test ) # optional ( for better cancellation ) : # factor = audioop. findfactor ( in _ test [ ipos * 2 : ipos * 2 + len (	' 'tell ( ) and wave _ read. setpos ( ) methods. wave _ write. writeframesraw ( data )  write audio frames, without correcting nframes. changed in version 3. 4 : any bytes - like object is now accepted. it will raise an error if the output stream is not seekable and the total number of frames that have been written.	1
Is there a torchsummary equivalent in Tensorflow?. I am using GPU to run some very large deep learning models on a dataset of size 55GB. If I use a batch size greater than 1, I get a resource exhausted error. Even with a batch size of 1, I get segmentation faults. GPU memory is 10GB and Server has 32GB of RAM. Is there a way that I could know how large the data (batch size of 1) will occupy in the GPU? I am using tf.Keras to fit models. Is there a torchsummary equivalent in TensorFlow? 	python's api has many different types of APIs.''- sized arenas, but never freed arenas. with this patch, python will free arenas when they ’ re empty. The net effect is that on some platforms, when you allocate many objects, python ’ s memory usage may actually drop when you delete them and the memory may be returned to the operating system. ( implemented by evan jones, and reworked by tim peters. ) Note that	' 'implemented by (in alphabetical order ) brett cannon, nick coghlan, grant edwards, john ehresman, kurt kaiser, neal norwitz, tim peters, armin rigo, and neil schemenauer, plus the participants in a number of ast sprints at conferences such as pycon. evan jones''s patch to obmalloc, first described in a talk at	1
i want to compile .py to .exe. i want to compile .py to .exe. But when i do so the exe files is too big. Is there a solution?? i want the exe to be a smaller i know that  python was not meant to be compiled, executables made from python are bound to be large , but the problem is i have learnt python like 3 years, and now i want to make apps/games for windows. i can't just install python on every device?? i want to make it small i learnt that there is something called executable-packing?? using tools like crinkler how can we do that with python with pyinstaller or cx_freeze 	ccompiler is a built-in class that can be used for all the compile / link steps in building a single project.	ccompiler is a built-in module for distutils. You can use it as a ccompiler instance to create a single project. import distutils ccompiler = distutils.ccompiler(ccompiler) ccompiler = ccompiler(ccompiler) ccompiler = ccompiler(ccompiler)	1
live updates of google trends api python. Hi I played with pytrends for few hours and wonder if there is a way to get live updates and not only historical value of specific keyword? I want to train model that use the google trends but what can I do if I don't have live data. Any websocket or something similar will be appreciated 	' '5 > > > p. y = 0. 5 > > > print ( _ _ ('message with coordinates : (  point. x :. 2f,  point. y :. 2f  ) ',... point = p ) message with coordinates : ( 0. 50, 0. 50 ) > > > > from wherever import dollarmessage as _ _ > > print ( _ _ ('message with $ num $ what ',	The os. stat _ float _ times ( ) function is deprecated. abc. abstractproperty has been deprecated, use property with abc. abstractmethod ( ) instead. abc. abstractclassmethod has been deprecated, use classmethod with abc. abstractmethod ( ) instead. abc. abstractstaticmethod has been deprecated, use staticmetamethod with abc. abstractmethod ( ) instead. abc. abstractstaticmethod has been deprecated, use staticmetamethod with ab	1
"""open a 'gnome' terminal from python script and run  'sudo apt-get update' command."""	\nos.system('gnome')\nos.system('sudo apt-get update')\n\n	\n\nimport os\nimport subprocess\nimport sys\nimport time\n\n	0
Matplotlib plot function output differs from seaborn's lineplot. I want to plot a PDF function given data which follows a normal distribution. Mainly I followed this link. Now, if I am working on the data created like on that website (x=np.linspace()) and I plot it with either seaborn.lineplot() or matplotlib.pyplot.plot(), I get a normal curve as shown on the website linked above. But when I do this with my own data (which I believe is normal, but with a lot more data points) instead of initializing it with np.linspace I get a clear normal curve with seaborn's lineplot and a messy normal curve with matplotlib's plot function. I have tried to look for default arguments on both functions but couldn't find any (except estimator) which would cause this behavior. The estimator argument of Seaborn's lineplot was the only argument that looked like it could do something like this but setting it to None did not make any difference (and it kind of makes sense I think since the y value is always same for a specific x so averaging out will produce the same value). I used to think both functions are the same, but then why do they have different output? 	The _ _ wrapped _ _ attributes of the _ _ function are not inherited by the _ _ wrapped _ _ attributes. The _ _ wrapped _ _ attributes of the _ _ function are not inherited by the _ _ wrapped _ _ attributes of the _ _ wrapped _ _ functions. The _ _ wrapped _ _ attributes are not inherited by the _ _ wrapped _ _ attributes of the _ _ wrapped _ _	You can use tp _ init and tp _ _ init functions. Just name them _ _ new _ _ or _ _ init _ _ as appropriate.	1
discord.py get user "about me" section. I was wondering if it was possible using discord.py to get the about me section of a given user. I did not find anything in the API documentation so I'm asking here to be sure. 	' 'the name of the parameters to not be available to the user. This is useful when parameter names have no real meaning, if you want to enforce the order of the arguments when the function is called or if you need to take some positional parameters and arbitrary keywords. use keyword - only when names have meaning and the function definition is more understandable by being explicit with names or you want to prevent users relying on the position of the argument being passed.	You can combine multiple literals in a single literal. You can use''more literals : def http _ error ( status ) : match status : case 400 : return " bad request " case 404 : return " not found " case 418 : return " i'm a teapot " case _ : return " something's wrong with the internet " note the last block : the “ variable name ” _ acts as a wildcard and never fails to match. if no case matches, none of the branches is	1
Get embed footer from reaction message. I want the person who used the command to be able to delete the result. I have put the user's ID in the footer of the embed, and my question is: how do I get that data from the message where the user reacted to. reaction.message.embed.footer doesn't work. I currently don't have code as I was trying to get that ID first. Thanks in advance! 	Asyncio. basetransport. get _ extra _ info ( ) now returns a safe to use socket object when ‘ socket ’ is passed to the name parameter. ( contributed by yury selivanov in bpo - 37027. ) the function asyncio. basetransport. get _ extra _ info ( ) now returns a safe to use socket object when ‘ socket ’ is passed to the name parameter. ( contributed by yury selivanov in bpo -	' '( ), visit _ bytes ( ), visit _ nameconstant ( ) and visit _ ellipsis ( ) are depreated now and will not be called in future python versions. add the visit _ constant ( ) method to handle all constant nodes. ( contributed by serhiy storchaka in bpo - 36917. ) the asyncio. coroutine ( ) decorator is depreated and will be removed in version 3.	1
Auto run python scripts on pycharm while opening. I want to auto run the python script when I open it from the terminal so that I won't have to press the run button From the terminal I want to open the file as : pycharm-community main.py How do I auto run it while it opens? 	python gui toolkit is available from https://docs.python.org/2/library/gui.html#gui-programming-on-the-mac	ide is running. if you want to run python scripts from the terminal window or from the finder you first need an editor to create your script. macos comes with a number of standard unix command line editors, vim and emacs among them. if you want a more mac - like editor, bbedit or textwrangler from bare bones software ( see http : / / www. barebones. com / products / bbedit / index. html. html.	1
Merge two dataframes based on date column and Id column. I have two data frames df and df1, I want to merge based on the date also based on Id column, df looks like     arrival input_fid     01-01-2021 719   02-01-2021 719   02-01-2021 599   02-01-2021 599   02-01-2021 479   01-01-2021 359   04-01-2021 359     df1 looks like     date input_fid prcp     02-01-2021 479 0.44   01-01-2021 359 0.14   02-01-2021 599 0.33   03-01-2021 599 0.24   02-01-2021 719 0.08   01-01-2021 719 0.02   04-01-2021 359 0.10     The expected result is,     arrival input_fid prcp     01-01-2021 719 0.02   02-01-2021 719 0.08   02-01-2021 599 0.33   04-01-2021 359 0.10   02-01-2021 479 0.10   01-01-2021 359 0.14   04-01-2021 359 0.10     I am not sure how to get that using two different columns. 	' 'itermonthdays2 ( year, month )  return an iterator for the month month in the year year similar to itermonthdates ( ), but not restricted by the datetime. date range. days returned will be tuples consisting of a day of the month number and a week day number.''itermonthdays3 ( year, month )  return an iterator for the month month in the year year similar to itermonthdates ( ), but not restricted by the datetime. date	' '##time.date (2003, 12, 2 ) > > > age = now. strftime ( " % m - % d - % y. % d % b % y is a % a on the % d day of % b. " )'12 - 02 - 03. 02 dec 2003 is a tuesday on the 02 day of december')	1
